Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
ผู้สูงอายุ,0,3.16475E-06,11,3.19985E-05,11
ผู้เสียชีวิต,0,3.16475E-06,250,0.000669303,250
ผู้เสียสละ,0,3.16475E-06,20,5.59975E-05,20
ผู้เสียหาย,0,3.16475E-06,19,5.33309E-05,19
ผู้หญิง,47,0.000151908,12,3.46651E-05,59
ผู้ใหญ่,19,6.32949E-05,10,2.9332E-05,29
ผู้อื่น,0,3.16475E-06,24,6.66636E-05,24
เผชิญ,0,3.16475E-06,58,0.000157326,58
เผ็ด,14,4.74712E-05,0,2.66655E-06,14
เผด็จการ,0,3.16475E-06,30,8.26629E-05,30
เผย,0,3.16475E-06,210,0.000562641,210
เผยแพร่,0,3.16475E-06,31,8.53295E-05,31
เผลอ,10,3.48122E-05,0,2.66655E-06,10
เผา,12,4.11417E-05,51,0.00013866,63
แผน,16,5.38007E-05,45,0.000122661,61
แผ่น,11,3.7977E-05,0,2.66655E-06,11
แผนงาน,0,3.16475E-06,14,3.99982E-05,14
แผ่นดิน,28,9.17777E-05,60,0.000162659,88
แผล,0,3.16475E-06,11,3.19985E-05,11
แผ่ว,12,4.11417E-05,0,2.66655E-06,12
ไผ่,0,3.16475E-06,15,4.26647E-05,15
ฝน,20,6.64597E-05,13,3.73316E-05,33
ฝรั่ง,16,5.38007E-05,0,2.66655E-06,16
ฝรั่งเศส,0,3.16475E-06,17,4.79978E-05,17
ฝัง,16,5.38007E-05,0,2.66655E-06,16
ฝั่ง,30,9.81072E-05,32,8.7996E-05,62
ฝั่งธน,14,4.74712E-05,0,2.66655E-06,14
ฝัน,35,0.000113931,26,7.19967E-05,61
ฝันดี,19,6.32949E-05,0,2.66655E-06,19
ฝา,38,0.000123425,0,2.66655E-06,38
ฝาก,112,0.000357616,53,0.000143993,165
ฝาย,0,3.16475E-06,22,6.13306E-05,22
ฝ่ายค้าน,0,3.16475E-06,102,0.000274654,102
ฝิ่น,0,3.16475E-06,21,5.8664E-05,21
ฝีมือ,16,5.38007E-05,0,2.66655E-06,16
ฝึก,26,8.54482E-05,613,0.001637259,639
ฝึกฝน,0,3.16475E-06,21,5.8664E-05,21
ฝุ่น,10,3.48122E-05,171,0.000458646,181
ฝุ่นละออง,0,3.16475E-06,106,0.00028532,106
เฝ้า,10,3.48122E-05,99,0.000266655,109
แฝก,0,3.16475E-06,19,5.33309E-05,19
พ,54,0.000174061,21,5.8664E-05,75
พ.ท.,0,3.16475E-06,41,0.000111995,41
พ.ร.บ.,0,3.16475E-06,23,6.39971E-05,23
พ.ศ.,0,3.16475E-06,21,5.8664E-05,21
พ.อ.,0,3.16475E-06,70,0.000189325,70
พ…,0,3.16475E-06,15,4.26647E-05,15
"พ…""",0,3.16475E-06,15,4.26647E-05,15
พก,25,8.22834E-05,0,2.66655E-06,25
พง,0,3.16475E-06,12,3.46651E-05,12
พงศ์,0,3.16475E-06,16,4.53313E-05,16
พงศกร,0,3.16475E-06,30,8.26629E-05,30
พงษ์,0,3.16475E-06,98,0.000263988,98
พน,27,8.86129E-05,0,2.66655E-06,27
พ่น,0,3.16475E-06,10,2.9332E-05,10
พ้น,12,4.11417E-05,36,9.86622E-05,48
พนักงาน,29,9.49424E-05,0,2.66655E-06,29
พนัส,21,6.96244E-05,0,2.66655E-06,21
พบกัน,0,3.16475E-06,10,2.9332E-05,10
พบปะ,0,3.16475E-06,33,9.06626E-05,33
พปช,0,3.16475E-06,17,4.79978E-05,17
พยาบาล,0,3.16475E-06,12,3.46651E-05,12
พยุหยาตรา,0,3.16475E-06,169,0.000453313,169
พร,23,7.59539E-05,96,0.000258655,119
พรบ.,0,3.16475E-06,17,4.79978E-05,17
พรมแดน,0,3.16475E-06,49,0.000133327,49
พรรค,0,3.16475E-06,657,0.001754587,657
พรรคการเมือง,0,3.16475E-06,60,0.000162659,60
พรรคพวก,0,3.16475E-06,16,4.53313E-05,16
พรรคเพื่อไทย,0,3.16475E-06,18,5.06644E-05,18
พรรคอนาคตใหม่,0,3.16475E-06,268,0.000717301,268
พระ,191,0.000607631,843,0.002250565,1034
พระจันทร์,12,4.11417E-05,0,2.66655E-06,12
พระเจ้า,17,5.69655E-05,35,9.59956E-05,52
พระเจ้าอยู่หัว,0,3.16475E-06,83,0.00022399,83
พระไตรปิฏก,12,4.11417E-05,0,2.66655E-06,12
พระธาตุ,15,5.0636E-05,0,2.66655E-06,15
พระบรมมหาราชวัง,0,3.16475E-06,10,2.9332E-05,10
พระบาทสมเด็จพระพุทธเลิศหล้านภาลัย,0,3.16475E-06,10,2.9332E-05,10
พระประแดง,12,4.11417E-05,0,2.66655E-06,12
พระพุทธเจ้า,0,3.16475E-06,13,3.73316E-05,13
พระมหากรุณาธิคุณ,48,0.000155073,26,7.19967E-05,74
พระมหากษัตริย์,10,3.48122E-05,17,4.79978E-05,27
พระราชกรณียกิจ,0,3.16475E-06,22,6.13306E-05,22
พระราชทาน,0,3.16475E-06,163,0.000437314,163
พระราชพิธี,0,3.16475E-06,144,0.000386649,144
พระราชหฤทัย,0,3.16475E-06,37,0.000101329,37
พระราชา,42,0.000136084,18,5.06644E-05,60
พระราชินี,0,3.16475E-06,30,8.26629E-05,30
พระราม,46,0.000148743,0,2.66655E-06,46
พระศรีรัตนศาสดาราม,0,3.16475E-06,11,3.19985E-05,11
พระองค์,26,8.54482E-05,139,0.000373316,165
พระอาทิตย์,14,4.74712E-05,0,2.66655E-06,14
พระเอก,12,4.11417E-05,0,2.66655E-06,12
พราง,0,3.16475E-06,31,8.53295E-05,31
พริก,17,5.69655E-05,0,2.66655E-06,17
พรีเมี่ยม,14,4.74712E-05,0,2.66655E-06,14
พรุ่งนี้,124,0.000395593,45,0.000122661,169
พฤติกรรม,0,3.16475E-06,21,5.8664E-05,21
พฤศจิกา,36,0.000117096,0,2.66655E-06,36
พล,17,5.69655E-05,1026,0.002738543,1043
พล.ต.,0,3.16475E-06,53,0.000143993,53
พล.ต.อ.,0,3.16475E-06,20,5.59975E-05,20
พล.ท.,0,3.16475E-06,22,6.13306E-05,22
พลตรี,0,3.16475E-06,52,0.000141327,52
พลทหาร,0,3.16475E-06,115,0.000309319,115
พลโท,0,3.16475E-06,78,0.000210657,78
พลเมือง,0,3.16475E-06,36,9.86622E-05,36
พลเรือน,0,3.16475E-06,15,4.26647E-05,15
พลอย,24,7.91187E-05,0,2.66655E-06,24
พลอากาศเอก,0,3.16475E-06,19,5.33309E-05,19
พลเอก,0,3.16475E-06,114,0.000306653,114
พลัง,34,0.000110766,75,0.000202657,109
พลาด,59,0.000189885,11,3.19985E-05,70
พล่าน,0,3.16475E-06,11,3.19985E-05,11
พลี,55,0.000177226,38,0.000103995,93
พวกเรา,40,0.000129755,48,0.000130661,88
พ่อ,724,0.002294442,130,0.000349317,854
พ่อค้า,19,6.32949E-05,0,2.66655E-06,19
พอง,0,3.16475E-06,19,5.33309E-05,19
พอใจ,11,3.7977E-05,0,2.66655E-06,11
พอได้,16,5.38007E-05,0,2.66655E-06,16
พ่อแม่,25,8.22834E-05,0,2.66655E-06,25
พะ,13,4.43065E-05,0,2.66655E-06,13
พะเยา,0,3.16475E-06,19,5.33309E-05,19
พั…,0,3.16475E-06,10,2.9332E-05,10
พัก,111,0.000354452,31,8.53295E-05,142
พักผ่อน,48,0.000155073,0,2.66655E-06,48
พัง,20,6.64597E-05,21,5.8664E-05,41
พัชร,0,3.16475E-06,52,0.000141327,52
พัฒน,28,9.17777E-05,0,2.66655E-06,28
พัฒนา,55,0.000177226,329,0.00087996,384
พัฒนาการ,14,4.74712E-05,0,2.66655E-06,14
พัด,11,3.7977E-05,0,2.66655E-06,11
พัทธ์,34,0.000110766,0,2.66655E-06,34
พัทยา,80,0.000256345,0,2.66655E-06,80
พัน,36,0.000117096,241,0.000645304,277
พันธ์,0,3.16475E-06,63,0.000170659,63
พันธุ์,0,3.16475E-06,10,2.9332E-05,10
พันเอก,0,3.16475E-06,50,0.000135994,50
พาณิชย์,0,3.16475E-06,42,0.000114661,42
พาน,10,3.48122E-05,0,2.66655E-06,10
พาย,24,7.91187E-05,0,2.66655E-06,24
พารากอน,0,3.16475E-06,11,3.19985E-05,11
พิ,35,0.000113931,0,2.66655E-06,35
พิกัด,151,0.000481042,0,2.66655E-06,151
พิค,10,3.48122E-05,0,2.66655E-06,10
พิจารณา,0,3.16475E-06,48,0.000130661,48
พิชัย,0,3.16475E-06,16,4.53313E-05,16
พิทักษ์,0,3.16475E-06,68,0.000183992,68
พิธี,17,5.69655E-05,162,0.000434647,179
พินอคคิ,0,3.16475E-06,11,3.19985E-05,11
พิม,25,8.22834E-05,0,2.66655E-06,25
พิมพ์,18,6.01302E-05,0,2.66655E-06,18
พิศุทธ์,0,3.16475E-06,40,0.000109328,40
พิเศษ,77,0.00024685,148,0.000397315,225
พิษ,0,3.16475E-06,27,7.46633E-05,27
พิษณุโลก,26,8.54482E-05,0,2.66655E-06,26
พิสุทธิ์,0,3.16475E-06,10,2.9332E-05,10
พิสูจน์,0,3.16475E-06,18,5.06644E-05,18
พี,58,0.00018672,0,2.66655E-06,58
พี่,1253,0.003968593,216,0.00057864,1469
พีค,15,5.0636E-05,0,2.66655E-06,15
พี่ชาย,10,3.48122E-05,0,2.66655E-06,10
พี่น้อง,32,0.000104437,154,0.000413315,186
พีร,13,4.43065E-05,10,2.9332E-05,23
พืชผล,0,3.16475E-06,13,3.73316E-05,13
พื้น,21,6.96244E-05,49,0.000133327,70
พื้นที่,66,0.000212038,637,0.001701256,703
พุง,27,8.86129E-05,0,2.66655E-06,27
พุ่ง,19,6.32949E-05,31,8.53295E-05,50
พุด,12,4.11417E-05,0,2.66655E-06,12
พุทธ,25,8.22834E-05,13,3.73316E-05,38
พุทธภูมิ,12,4.11417E-05,0,2.66655E-06,12
พุทธศักราช,0,3.16475E-06,73,0.000197324,73
พุทธิ,0,3.16475E-06,36,9.86622E-05,36
พูดคุย,10,3.48122E-05,12,3.46651E-05,22
พูดถึง,16,5.38007E-05,27,7.46633E-05,43
พูดว่า,13,4.43065E-05,11,3.19985E-05,24
พูน,32,0.000104437,0,2.66655E-06,32
เพ,32,0.000104437,31,8.53295E-05,63
เพ่,13,4.43065E-05,0,2.66655E-06,13
เพคะ,0,3.16475E-06,10,2.9332E-05,10
เพจ,21,6.96244E-05,71,0.000191991,92
เพชร,25,8.22834E-05,31,8.53295E-05,56
เพชรเกษม,14,4.74712E-05,0,2.66655E-06,14
เพชรบุรี,54,0.000174061,0,2.66655E-06,54
เพชรบูรณ์,15,5.0636E-05,0,2.66655E-06,15
เพลง,234,0.000743716,24,6.66636E-05,258
เพลิง,0,3.16475E-06,33,9.06626E-05,33
เพลิงศพ,0,3.16475E-06,42,0.000114661,42
เพลิน,11,3.7977E-05,0,2.66655E-06,11
เพลีย,10,3.48122E-05,0,2.66655E-06,10
เพศ,0,3.16475E-06,14,3.99982E-05,14
เพิ่มขึ้น,0,3.16475E-06,28,7.73298E-05,28
เพิ่มประสิทธิภาพ,0,3.16475E-06,15,4.26647E-05,15
เพิ่อน,0,3.16475E-06,17,4.79978E-05,17
เพียบ,19,6.32949E-05,13,3.73316E-05,32
เพื่อน,311,0.000987401,63,0.000170659,374
แพ,36,0.000117096,0,2.66655E-06,36
แพ้,45,0.000145578,42,0.000114661,87
แพง,34,0.000110766,0,2.66655E-06,34
แพทย์,0,3.16475E-06,170,0.000455979,170
แพร่,18,6.01302E-05,28,7.73298E-05,46
แพร่กระจาย,0,3.16475E-06,12,3.46651E-05,12
แพร่ระบาด,0,3.16475E-06,28,7.73298E-05,28
แพลน,13,4.43065E-05,0,2.66655E-06,13
แพะ,0,3.16475E-06,14,3.99982E-05,14
โพ,30,9.81072E-05,10,2.9332E-05,40
โพล,12,4.11417E-05,0,2.66655E-06,12
โพส,15,5.0636E-05,20,5.59975E-05,35
โพสต์,101,0.000322804,107,0.000287987,208
ฟ,61,0.000196214,14,3.99982E-05,75
ฟรี,276,0.000876635,61,0.000165326,337
ฟอ,23,7.59539E-05,0,2.66655E-06,23
ฟ้อง,14,4.74712E-05,39,0.000106662,53
ฟัง,126,0.000401923,138,0.00037065,264
ฟังเพลง,109,0.000348122,0,2.66655E-06,109
ฟัน,27,8.86129E-05,13,3.73316E-05,40
ฟ้า,107,0.000341793,57,0.00015466,164
ฟาด,13,4.43065E-05,13,3.73316E-05,26
ฟาม,12,4.11417E-05,0,2.66655E-06,12
ฟาร์ม,15,5.0636E-05,0,2.66655E-06,15
ฟิค,10,3.48122E-05,0,2.66655E-06,10
ฟิต,20,6.64597E-05,23,6.39971E-05,43
ฟิตเนส,13,4.43065E-05,0,2.66655E-06,13
ฟิน,54,0.000174061,0,2.66655E-06,54
ฟินๆ,15,5.0636E-05,0,2.66655E-06,15
ฟิล์ม,13,4.43065E-05,0,2.66655E-06,13
ฟิว,60,0.00019305,0,2.66655E-06,60
ฟิวเเฟน,11,3.7977E-05,0,2.66655E-06,11
ฟิวส์,15,5.0636E-05,0,2.66655E-06,15
ฟี,25,8.22834E-05,0,2.66655E-06,25
ฟีฟ่า,0,3.16475E-06,11,3.19985E-05,11
ฟื้นฟู,0,3.16475E-06,17,4.79978E-05,17
ฟุตบอล,0,3.16475E-06,20,5.59975E-05,20
ฟู,27,8.86129E-05,0,2.66655E-06,27
เฟค,0,3.16475E-06,40,0.000109328,40
เฟซบุ๊ก,0,3.16475E-06,15,4.26647E-05,15
เฟส,32,0.000104437,15,4.26647E-05,47
เฟี้ยว,13,4.43065E-05,0,2.66655E-06,13
แฟชั่น,12,4.11417E-05,0,2.66655E-06,12
แฟน,334,0.00106019,22,6.13306E-05,356
แฟนคลับ,41,0.000132919,0,2.66655E-06,41
แฟลช,0,3.16475E-06,14,3.99982E-05,14
โฟกัส,16,5.38007E-05,0,2.66655E-06,16
โฟน,18,6.01302E-05,0,2.66655E-06,18
ไฟ,58,0.00018672,102,0.000274654,160
ไฟเขียว,0,3.16475E-06,12,3.46651E-05,12
ไฟป่า,0,3.16475E-06,368,0.000983955,368
ไฟไหม้,0,3.16475E-06,69,0.000186658,69
ภ,0,3.16475E-06,15,4.26647E-05,15
ภพ,11,3.7977E-05,0,2.66655E-06,11
ภัทร,13,4.43065E-05,12,3.46651E-05,25
ภัย,0,3.16475E-06,92,0.000247989,92
ภัยพิบัติ,0,3.16475E-06,15,4.26647E-05,15
ภัยแล้ง,0,3.16475E-06,205,0.000549308,205
ภา,13,4.43065E-05,46,0.000125328,59
ภาคใต้,31,0.000101272,26,7.19967E-05,57
ภาคพื้นดิน,0,3.16475E-06,15,4.26647E-05,15
ภาครัฐ,0,3.16475E-06,23,6.39971E-05,23
ภาคสนาม,0,3.16475E-06,29,7.99964E-05,29
ภาคเหนือ,13,4.43065E-05,19,5.33309E-05,32
ภาคเอกชน,0,3.16475E-06,16,4.53313E-05,16
ภาพ,100,0.000319639,150,0.000402648,250
ภาพถ่าย,0,3.16475E-06,12,3.46651E-05,12
ภารกิจ,0,3.16475E-06,92,0.000247989,92
ภาระ,0,3.16475E-06,12,3.46651E-05,12
ภาวนา,0,3.16475E-06,11,3.19985E-05,11
ภาษา,19,6.32949E-05,10,2.9332E-05,29
ภาษาจีน,11,3.7977E-05,0,2.66655E-06,11
ภาษาอังกฤษ,12,4.11417E-05,27,7.46633E-05,39
ภาษี,11,3.7977E-05,48,0.000130661,59
ภิญโญ,0,3.16475E-06,13,3.73316E-05,13
ภู,49,0.000158237,100,0.000269321,149
ภูเก็ต,60,0.00019305,41,0.000111995,101
ภูมิ,0,3.16475E-06,11,3.19985E-05,11
ภูมิใจ,37,0.00012026,52,0.000141327,89
ภูมิทัศน์,0,3.16475E-06,27,7.46633E-05,27
ภูมิพล,22,7.27892E-05,0,2.66655E-06,22
ภูมิภาค,0,3.16475E-06,10,2.9332E-05,10
ม,255,0.000810175,59,0.000159993,314
ม่,10,3.48122E-05,0,2.66655E-06,10
ม.,52,0.000167732,234,0.000626638,286
ม…,0,3.16475E-06,12,3.46651E-05,12
มก,0,3.16475E-06,28,7.73298E-05,28
มค.,0,3.16475E-06,11,3.19985E-05,11
ม้ง,0,3.16475E-06,27,7.46633E-05,27
มงคล,15,5.0636E-05,16,4.53313E-05,31
มช,12,4.11417E-05,0,2.66655E-06,12
มณฑล,0,3.16475E-06,215,0.000575974,215
มด,17,5.69655E-05,0,2.66655E-06,17
มติ,0,3.16475E-06,50,0.000135994,50
มติชน,0,3.16475E-06,89,0.000239989,89
มท,0,3.16475E-06,338,0.000903959,338
มนุษย์,0,3.16475E-06,22,6.13306E-05,22
มนุษยธรรม,0,3.16475E-06,20,5.59975E-05,20
มโน,11,3.7977E-05,0,2.66655E-06,11
มม,26,8.54482E-05,0,2.66655E-06,26
มมม,19,6.32949E-05,0,2.66655E-06,19
มมมม,10,3.48122E-05,0,2.66655E-06,10
มมาก,20,6.64597E-05,11,3.19985E-05,31
มรึง,0,3.16475E-06,15,4.26647E-05,15
ม่วง,14,4.74712E-05,0,2.66655E-06,14
มวลชน,0,3.16475E-06,17,4.79978E-05,17
มห…,0,3.16475E-06,13,3.73316E-05,13
มหา,35,0.000113931,63,0.000170659,98
มหาชัย,38,0.000123425,27,7.46633E-05,65
มหาดเล็ก,0,3.16475E-06,16,4.53313E-05,16
มหาราช,32,0.000104437,39,0.000106662,71
มหาลัย,38,0.000123425,0,2.66655E-06,38
มหาวิทยาลัย,14,4.74712E-05,0,2.66655E-06,14
มอ,57,0.000183555,18,5.06644E-05,75
มองผ่าน,0,3.16475E-06,114,0.000306653,114
มอญ,23,7.59539E-05,0,2.66655E-06,23
มอเตอร์,0,3.16475E-06,40,0.000109328,40
มอน,0,3.16475E-06,14,3.99982E-05,14
ม่อน,19,6.32949E-05,11,3.19985E-05,30
มอบ,13,4.43065E-05,158,0.000423981,171
ม๊อบ,0,3.16475E-06,27,7.46633E-05,27
ม็อบ,93,0.000297486,70,0.000189325,163
มอบหมาย,0,3.16475E-06,30,8.26629E-05,30
มอลล์,16,5.38007E-05,0,2.66655E-06,16
มะ,73,0.000234191,16,4.53313E-05,89
ม่ะ,24,7.91187E-05,0,2.66655E-06,24
มะกัน,0,3.16475E-06,13,3.73316E-05,13
มะโรง,0,3.16475E-06,20,5.59975E-05,20
มั่ง,15,5.0636E-05,0,2.66655E-06,15
มั้ง,52,0.000167732,32,8.7996E-05,84
มังกร,19,6.32949E-05,0,2.66655E-06,19
มัดจำ,23,7.59539E-05,0,2.66655E-06,23
มัธยม,52,0.000167732,0,2.66655E-06,52
มั่น,10,3.48122E-05,0,2.66655E-06,10
มั่นใจ,18,6.01302E-05,35,9.59956E-05,53
มันดี,26,8.54482E-05,0,2.66655E-06,26
มันส์,39,0.00012659,0,2.66655E-06,39
มั่ว,0,3.16475E-06,45,0.000122661,45
มัวแต่,0,3.16475E-06,24,6.66636E-05,24
ม้า,48,0.000155073,0,2.66655E-06,48
ม๊า,19,6.32949E-05,0,2.66655E-06,19
มากขึ้น,21,6.96244E-05,21,5.8664E-05,42
มาจาก,52,0.000167732,73,0.000197324,125
มาด,10,3.48122E-05,0,2.66655E-06,10
มาดาม,0,3.16475E-06,11,3.19985E-05,11
มาโดยตลอด,0,3.16475E-06,25,6.93302E-05,25
มาตร,0,3.16475E-06,14,3.99982E-05,14
มาตรการ,0,3.16475E-06,92,0.000247989,92
มาตรฐาน,11,3.7977E-05,38,0.000103995,49
มาตรา,0,3.16475E-06,46,0.000125328,46
มาถึง,37,0.00012026,24,6.66636E-05,61
มานะ,46,0.000148743,0,2.66655E-06,46
มาบ,18,6.01302E-05,0,2.66655E-06,18
มาม่า,17,5.69655E-05,0,2.66655E-06,17
มาย,20,6.64597E-05,0,2.66655E-06,20
ม่าย,19,6.32949E-05,0,2.66655E-06,19
มาร,0,3.16475E-06,13,3.73316E-05,13
มาร์ค,17,5.69655E-05,0,2.66655E-06,17
มาร์ช,13,4.43065E-05,0,2.66655E-06,13
มารยาท,10,3.48122E-05,0,2.66655E-06,10
มาราธอน,0,3.16475E-06,13,3.73316E-05,13
มาเลเซีย,0,3.16475E-06,19,5.33309E-05,19
มาหา,111,0.000354452,13,3.73316E-05,124
มิด,14,4.74712E-05,0,2.66655E-06,14
มิตร,12,4.11417E-05,13,3.73316E-05,25
มิตรภาพ,10,3.48122E-05,50,0.000135994,60
มิติ,0,3.16475E-06,13,3.73316E-05,13
มินิ,0,3.16475E-06,14,3.99982E-05,14
มี่,36,0.000117096,0,2.66655E-06,36
มี้,10,3.48122E-05,0,2.66655E-06,10
มี๊,24,7.91187E-05,0,2.66655E-06,24
มีเกียรติ,0,3.16475E-06,16,4.53313E-05,16
มีคดี,0,3.16475E-06,10,2.9332E-05,10
มีความสุข,96,0.00030698,17,4.79978E-05,113
มีค่า,20,6.64597E-05,71,0.000191991,91
มีเงิน,27,8.86129E-05,22,6.13306E-05,49
มีใจ,10,3.48122E-05,0,2.66655E-06,10
มีชีวิต,13,4.43065E-05,10,2.9332E-05,23
มีเดีย,0,3.16475E-06,13,3.73316E-05,13
มีต,16,5.38007E-05,0,2.66655E-06,16
มีน,17,5.69655E-05,0,2.66655E-06,17
มีประโยชน์,0,3.16475E-06,23,6.39971E-05,23
มีประสิทธิภาพ,0,3.16475E-06,11,3.19985E-05,11
มีปัญหา,14,4.74712E-05,23,6.39971E-05,37
มีผล,0,3.16475E-06,13,3.73316E-05,13
มีมติ,0,3.16475E-06,15,4.26647E-05,15
มีเรื่อง,20,6.64597E-05,15,4.26647E-05,35
มีวินัย,0,3.16475E-06,17,4.79978E-05,17
มีสติ,0,3.16475E-06,41,0.000111995,41
มีส่วน,0,3.16475E-06,17,4.79978E-05,17
มีสิทธิ์,0,3.16475E-06,12,3.46651E-05,12
มีเหตุผล,0,3.16475E-06,13,3.73316E-05,13
มีอำนาจ,0,3.16475E-06,21,5.8664E-05,21
มีโอกาส,24,7.91187E-05,25,6.93302E-05,49
มืด,16,5.38007E-05,0,2.66655E-06,16
มือ,101,0.000322804,64,0.000173325,165
มื้อ,28,9.17777E-05,0,2.66655E-06,28
มือถือ,31,0.000101272,13,3.73316E-05,44
มือปืน,0,3.16475E-06,14,3.99982E-05,14
มือสอง,20,6.64597E-05,0,2.66655E-06,20
มือหนัก,0,3.16475E-06,18,5.06644E-05,18
มุ,25,8.22834E-05,0,2.66655E-06,25
มุก,63,0.000202544,0,2.66655E-06,63
มุกดา,21,6.96244E-05,20,5.59975E-05,41
มุข,13,4.43065E-05,0,2.66655E-06,13
มุ่งมั่น,0,3.16475E-06,21,5.8664E-05,21
มุ่งหน้า,0,3.16475E-06,25,6.93302E-05,25
มุม,64,0.000205709,27,7.46633E-05,91
มูฟ,15,5.0636E-05,0,2.66655E-06,15
มูลนิธิ,0,3.16475E-06,16,4.53313E-05,16
เม,71,0.000227862,31,8.53295E-05,102
เม็ด,21,6.96244E-05,39,0.000106662,60
เมท,14,4.74712E-05,0,2.66655E-06,14
เมธา,0,3.16475E-06,66,0.000178659,66
เมน,73,0.000234191,0,2.66655E-06,73
เม้น,46,0.000148743,0,2.66655E-06,46
เมนู,46,0.000148743,12,3.46651E-05,58
