Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
นำเสนอ,0,3.16475E-06,13,3.73316E-05,13
น้ำหนัก,22,7.27892E-05,20,5.59975E-05,42
น้ำหอม,11,3.7977E-05,0,2.66655E-06,11
นิ,111,0.000354452,54,0.00014666,165
นิคม,36,0.000117096,0,2.66655E-06,36
นิ่ง,29,9.49424E-05,27,7.46633E-05,56
นิดเดียว,11,3.7977E-05,10,2.9332E-05,21
นิดนึง,24,7.91187E-05,0,2.66655E-06,24
นิติ,0,3.16475E-06,16,4.53313E-05,16
นินทา,12,4.11417E-05,0,2.66655E-06,12
นิ่ม,10,3.48122E-05,0,2.66655E-06,10
นิยาย,11,3.7977E-05,0,2.66655E-06,11
นิรนาม,0,3.16475E-06,11,3.19985E-05,11
นิรันดร์,40,0.000129755,0,2.66655E-06,40
นิว,34,0.000110766,33,9.06626E-05,67
นิ้ว,18,6.01302E-05,0,2.66655E-06,18
นิวส์,0,3.16475E-06,164,0.00043998,164
นิสัย,25,8.22834E-05,12,3.46651E-05,37
นี,11,3.7977E-05,13,3.73316E-05,24
นีเซีย,0,3.16475E-06,11,3.19985E-05,11
นี้แหละ,34,0.000110766,42,0.000114661,76
นึก,64,0.000205709,24,6.66636E-05,88
นึกถึง,21,6.96244E-05,23,6.39971E-05,44
นึง,146,0.000465218,32,8.7996E-05,178
นุ,32,0.000104437,12,3.46651E-05,44
นุช,97,0.000310145,0,2.66655E-06,97
นุ่ม,28,9.17777E-05,0,2.66655E-06,28
นู,10,3.48122E-05,0,2.66655E-06,10
นู๋,22,7.27892E-05,0,2.66655E-06,22
นๆ,15,5.0636E-05,0,2.66655E-06,15
เน,11,3.7977E-05,0,2.66655E-06,11
เน่,12,4.11417E-05,0,2.66655E-06,12
เนชั่น,0,3.16475E-06,27,7.46633E-05,27
เน็ต,12,4.11417E-05,19,5.33309E-05,31
เนย,21,6.96244E-05,0,2.66655E-06,21
เนรคุณ,0,3.16475E-06,10,2.9332E-05,10
เนอ,13,4.43065E-05,0,2.66655E-06,13
เน้อ,19,6.32949E-05,0,2.66655E-06,19
เนอะ,89,0.000284827,38,0.000103995,127
เน่า,0,3.16475E-06,83,0.00022399,83
เน่าเหม็น,0,3.16475E-06,27,7.46633E-05,27
เนาะ,55,0.000177226,28,7.73298E-05,83
เนี้ย,18,6.01302E-05,0,2.66655E-06,18
เนียน,24,7.91187E-05,16,4.53313E-05,40
"เนื่…""",0,3.16475E-06,10,2.9332E-05,10
เนื้อ,62,0.000199379,30,8.26629E-05,92
เนื่องใน,20,6.64597E-05,81,0.000218657,101
เนื้อหา,0,3.16475E-06,12,3.46651E-05,12
แน่,55,0.000177226,44,0.000119995,99
แน่ใจ,10,3.48122E-05,0,2.66655E-06,10
แน่น,49,0.000158237,20,5.59975E-05,69
แน่นอน,56,0.000180391,36,9.86622E-05,92
แนว,28,9.17777E-05,124,0.000333318,152
แนวคิด,0,3.16475E-06,25,6.93302E-05,25
แนวทาง,0,3.16475E-06,38,0.000103995,38
แนวโน้ม,0,3.16475E-06,11,3.19985E-05,11
แนะ,0,3.16475E-06,69,0.000186658,69
แนะนำ,57,0.000183555,38,0.000103995,95
แน่ๆ,62,0.000199379,25,6.93302E-05,87
โน,47,0.000151908,13,3.73316E-05,60
โน่,14,4.74712E-05,0,2.66655E-06,14
ในขณะที่,0,3.16475E-06,17,4.79978E-05,17
ในที่สุด,18,6.01302E-05,0,2.66655E-06,18
ในประเทศ,17,5.69655E-05,63,0.000170659,80
ในหลวง,46,0.000148743,75,0.000202657,121
ในอนาคต,0,3.16475E-06,42,0.000114661,42
บ,139,0.000443065,63,0.000170659,202
บ่,52,0.000167732,17,4.79978E-05,69
บ.,43,0.000139249,373,0.000997288,416
บ…,0,3.16475E-06,14,3.99982E-05,14
"บ…""",0,3.16475E-06,19,5.33309E-05,19
บก,0,3.16475E-06,11,3.19985E-05,11
บกพร่อง,0,3.16475E-06,16,4.53313E-05,16
บท,38,0.000123425,24,6.66636E-05,62
บทเรียน,0,3.16475E-06,31,8.53295E-05,31
บ่น,19,6.32949E-05,29,7.99964E-05,48
บบ,67,0.000215203,0,2.66655E-06,67
บบบ,31,0.000101272,0,2.66655E-06,31
บบบบ,14,4.74712E-05,0,2.66655E-06,14
บบบบบ,74,0.000237356,0,2.66655E-06,74
"บบบบบ""",10,3.48122E-05,0,2.66655E-06,10
บพิตร,24,7.91187E-05,0,2.66655E-06,24
บร,0,3.16475E-06,16,4.53313E-05,16
บรม,72,0.000231027,65,0.000175992,137
บรมราชาภิเษก,0,3.16475E-06,123,0.000330652,123
บรรทุก,0,3.16475E-06,67,0.000181325,67
บรรเทา,0,3.16475E-06,182,0.000487978,182
บรรพชา,0,3.16475E-06,30,8.26629E-05,30
บรรยากาศ,67,0.000215203,46,0.000125328,113
บริการ,164,0.000522183,36,9.86622E-05,200
บริจาค,45,0.000145578,271,0.0007253,316
บริเวณ,11,3.7977E-05,116,0.000311986,127
บริษัท,20,6.64597E-05,34,9.33291E-05,54
บริหาร,13,4.43065E-05,39,0.000106662,52
บล็อก,11,3.7977E-05,0,2.66655E-06,11
บล็อค,12,4.11417E-05,0,2.66655E-06,12
บวก,37,0.00012026,12,3.46651E-05,49
บวช,0,3.16475E-06,14,3.99982E-05,14
บห.,0,3.16475E-06,11,3.19985E-05,11
บอ,192,0.000610796,99,0.000266655,291
บ่อ,28,9.17777E-05,118,0.000317319,146
บอกต่อ,64,0.000205709,0,2.66655E-06,64
บอน,34,0.000110766,0,2.66655E-06,34
บอย,14,4.74712E-05,0,2.66655E-06,14
บอร์ด,0,3.16475E-06,13,3.73316E-05,13
บอล,21,6.96244E-05,20,5.59975E-05,41
บ่อวิน,17,5.69655E-05,0,2.66655E-06,17
บอส,18,6.01302E-05,0,2.66655E-06,18
บั…,0,3.16475E-06,11,3.19985E-05,11
"บั…""",0,3.16475E-06,10,2.9332E-05,10
บัก,11,3.7977E-05,0,2.66655E-06,11
บัง,61,0.000196214,0,2.66655E-06,61
บังคับ,16,5.38007E-05,46,0.000125328,62
บังเอิญ,10,3.48122E-05,0,2.66655E-06,10
บัญชา,0,3.16475E-06,12,3.46651E-05,12
บัญชาการ,0,3.16475E-06,10,2.9332E-05,10
บัญชี,13,4.43065E-05,0,2.66655E-06,13
บัตร,86,0.000275333,53,0.000143993,139
บันทึก,12,4.11417E-05,20,5.59975E-05,32
บั้ม,20,6.64597E-05,0,2.66655E-06,20
บัว,29,9.49424E-05,17,4.79978E-05,46
บา,14,4.74712E-05,0,2.66655E-06,14
บ้า,46,0.000148743,30,8.26629E-05,76
บางคน,42,0.000136084,53,0.000143993,95
บางแค,22,7.27892E-05,0,2.66655E-06,22
บางนา,66,0.000212038,0,2.66655E-06,66
บางระจัน,0,3.16475E-06,10,2.9332E-05,10
บางส่วน,0,3.16475E-06,17,4.79978E-05,17
บาด,0,3.16475E-06,18,5.06644E-05,18
บาดเจ็บ,0,3.16475E-06,75,0.000202657,75
บาดาล,0,3.16475E-06,153,0.000410648,153
บาท,219,0.000696244,169,0.000453313,388
บาน,14,4.74712E-05,0,2.66655E-06,14
บ้าน,485,0.001538067,531,0.001418602,1016
บ้านเกิด,0,3.16475E-06,14,3.99982E-05,14
บ้านพัก,0,3.16475E-06,31,8.53295E-05,31
บ้านโพธิ์,10,3.48122E-05,0,2.66655E-06,10
บ้านเมือง,0,3.16475E-06,121,0.000325319,121
บ้านเรือน,0,3.16475E-06,28,7.73298E-05,28
บ้าบอ,12,4.11417E-05,0,2.66655E-06,12
บาย,11,3.7977E-05,0,2.66655E-06,11
บ่าย,49,0.000158237,47,0.000127994,96
บารมี,0,3.16475E-06,16,4.53313E-05,16
บาส,45,0.000145578,0,2.66655E-06,45
บำเพ็ญ,0,3.16475E-06,10,2.9332E-05,10
บำเพ็ญกุศล,0,3.16475E-06,44,0.000119995,44
บำรุง,18,6.01302E-05,23,6.39971E-05,41
บิ,35,0.000113931,0,2.66655E-06,35
บิ๊ก,49,0.000158237,528,0.001410603,577
บิดเบือน,0,3.16475E-06,142,0.000381316,142
บิดา,0,3.16475E-06,11,3.19985E-05,11
บิน,65,0.000208873,182,0.000487978,247
บิล,10,3.48122E-05,0,2.66655E-06,10
บี,44,0.000142414,24,6.66636E-05,68
บี้,11,3.7977E-05,0,2.66655E-06,11
บีบ,12,4.11417E-05,0,2.66655E-06,12
บึง,73,0.000234191,0,2.66655E-06,73
บุ,22,7.27892E-05,52,0.000141327,74
บุก,0,3.16475E-06,32,8.7996E-05,32
บุ๊ค,0,3.16475E-06,10,2.9332E-05,10
บุคคล,10,3.48122E-05,75,0.000202657,85
บุคลากร,0,3.16475E-06,32,8.7996E-05,32
บุญ,39,0.00012659,31,8.53295E-05,70
บุตร,0,3.16475E-06,113,0.000303986,113
บุตรหลาน,0,3.16475E-06,23,6.39971E-05,23
บุ๋น,19,6.32949E-05,0,2.66655E-06,19
บุรี,38,0.000123425,0,2.66655E-06,38
บุรีรัมย์,39,0.00012659,38,0.000103995,77
บูชา,10,3.48122E-05,0,2.66655E-06,10
บูด,0,3.16475E-06,44,0.000119995,44
บูธ,19,6.32949E-05,0,2.66655E-06,19
บูรณาการ,0,3.16475E-06,18,5.06644E-05,18
เบล,17,5.69655E-05,0,2.66655E-06,17
เบอ,11,3.7977E-05,0,2.66655E-06,11
เบอร์,70,0.000224697,0,2.66655E-06,70
เบา,85,0.000272168,0,2.66655E-06,85
เบียร์,30,9.81072E-05,0,2.66655E-06,30
เบียว,11,3.7977E-05,0,2.66655E-06,11
เบื่อ,108,0.000344957,67,0.000181325,175
เบื้องต้น,0,3.16475E-06,43,0.000117328,43
เบื้องหลัง,12,4.11417E-05,0,2.66655E-06,12
แบ,227,0.000721562,0,2.66655E-06,227
แบก,10,3.48122E-05,40,0.000109328,50
แบ่ง,21,6.96244E-05,14,3.99982E-05,35
แบงค์,14,4.74712E-05,0,2.66655E-06,14
แบ่งปัน,0,3.16475E-06,13,3.73316E-05,13
แบต,11,3.7977E-05,0,2.66655E-06,11
แบตเตอรี่,14,4.74712E-05,0,2.66655E-06,14
แบน,20,6.64597E-05,0,2.66655E-06,20
แบบนี้,358,0.001136144,462,0.001234611,820
แบบอย่าง,0,3.16475E-06,15,4.26647E-05,15
แบรนด์,24,7.91187E-05,0,2.66655E-06,24
แบริ่ง,36,0.000117096,0,2.66655E-06,36
โบ,28,9.17777E-05,0,2.66655E-06,28
โบราณ,0,3.16475E-06,42,0.000114661,42
ใบ,138,0.0004399,17,4.79978E-05,155
ใบแดง,0,3.16475E-06,24,6.66636E-05,24
ใบประกาศ,0,3.16475E-06,30,8.26629E-05,30
ไบ,24,7.91187E-05,0,2.66655E-06,24
ไบ๊,18,6.01302E-05,0,2.66655E-06,18
ไบร์,14,4.74712E-05,0,2.66655E-06,14
ไบร์ท,75,0.000240521,0,2.66655E-06,75
ป,99,0.000316475,38,0.000103995,137
ป.,22,7.27892E-05,100,0.000269321,122
ป.ป.ช.,0,3.16475E-06,11,3.19985E-05,11
ป…,0,3.16475E-06,26,7.19967E-05,26
"ป…""",0,3.16475E-06,24,6.66636E-05,24
ปก,87,0.000278498,0,2.66655E-06,87
ปกครอง,0,3.16475E-06,19,5.33309E-05,19
ปกติ,68,0.000218368,47,0.000127994,115
ปกป้อง,12,4.11417E-05,53,0.000143993,65
ปชช,0,3.16475E-06,10,2.9332E-05,10
ปชช.,0,3.16475E-06,82,0.000221323,82
ปชต.,0,3.16475E-06,21,5.8664E-05,21
ปชป.,0,3.16475E-06,11,3.19985E-05,11
ปฎิรูป,0,3.16475E-06,11,3.19985E-05,11
ปฏิ,0,3.16475E-06,22,6.13306E-05,22
ปฏิบัติการ,0,3.16475E-06,96,0.000258655,96
ปฏิบัติงาน,0,3.16475E-06,44,0.000119995,44
ปฏิบัติธรรม,0,3.16475E-06,10,2.9332E-05,10
ปฏิบัติภารกิจ,0,3.16475E-06,16,4.53313E-05,16
ปฏิบัติหน้าที่,0,3.16475E-06,52,0.000141327,52
ปฏิรูป,0,3.16475E-06,67,0.000181325,67
ปท.,0,3.16475E-06,22,6.13306E-05,22
ปทุมธานี,17,5.69655E-05,0,2.66655E-06,17
ปภ.,0,3.16475E-06,48,0.000130661,48
ปม,0,3.16475E-06,74,0.000199991,74
ปร,0,3.16475E-06,12,3.46651E-05,12
ประ,28,9.17777E-05,165,0.000442647,193
ประกาศ,47,0.000151908,188,0.000503977,235
ประคอง,0,3.16475E-06,23,6.39971E-05,23
ประจวบ,14,4.74712E-05,0,2.66655E-06,14
ประจำ,31,0.000101272,48,0.000130661,79
ประจำปี,0,3.16475E-06,56,0.000151993,56
ประชา,25,8.22834E-05,75,0.000202657,100
ประชาชน,52,0.000167732,1923,0.005130434,1975
ประชาธิปไตย,0,3.16475E-06,120,0.000322652,120
ประชาธิปัตย์,0,3.16475E-06,16,4.53313E-05,16
ประชาสัมพันธ์,0,3.16475E-06,17,4.79978E-05,17
ประชุม,11,3.7977E-05,121,0.000325319,132
ประณาม,0,3.16475E-06,15,4.26647E-05,15
ประดับ,0,3.16475E-06,11,3.19985E-05,11
ประเด็น,13,4.43065E-05,77,0.000207991,90
ประตู,29,9.49424E-05,26,7.19967E-05,55
ประท้วง,0,3.16475E-06,11,3.19985E-05,11
ประทับใจ,25,8.22834E-05,17,4.79978E-05,42
ประเทศ,118,0.000376605,578,0.00154393,696
ประเทศชาติ,0,3.16475E-06,72,0.000194658,72
ประธาน,0,3.16475E-06,114,0.000306653,114
ประธานรัฐสภา,0,3.16475E-06,11,3.19985E-05,11
ประปา,0,3.16475E-06,14,3.99982E-05,14
ประเพณี,0,3.16475E-06,90,0.000242656,90
ประไพ,0,3.16475E-06,15,4.26647E-05,15
ประเภท,15,5.0636E-05,30,8.26629E-05,45
ประมาท,0,3.16475E-06,13,3.73316E-05,13
ประมุข,0,3.16475E-06,13,3.73316E-05,13
ประยุทธ์,0,3.16475E-06,99,0.000266655,99
ประโยค,14,4.74712E-05,11,3.19985E-05,25
ประโยชน์,0,3.16475E-06,49,0.000133327,49
ประวัติ,0,3.16475E-06,22,6.13306E-05,22
ประวัติศาสตร์,0,3.16475E-06,64,0.000173325,64
ประวิตร,0,3.16475E-06,13,3.73316E-05,13
ประสบการณ์,12,4.11417E-05,21,5.8664E-05,33
ประสบความสำเร็จ,11,3.7977E-05,0,2.66655E-06,11
ประสบภัย,0,3.16475E-06,28,7.73298E-05,28
ประสาท,27,8.86129E-05,0,2.66655E-06,27
ประสาน,0,3.16475E-06,16,4.53313E-05,16
ประสิทธิ์,0,3.16475E-06,16,4.53313E-05,16
ประหลาด,0,3.16475E-06,11,3.19985E-05,11
ปรับปรุง,0,3.16475E-06,43,0.000117328,43
ปราการ,0,3.16475E-06,18,5.06644E-05,18
ปราจีนบุรี,0,3.16475E-06,12,3.46651E-05,12
ปราณ,14,4.74712E-05,0,2.66655E-06,14
ปราบ,0,3.16475E-06,23,6.39971E-05,23
ปราบปราม,0,3.16475E-06,10,2.9332E-05,10
ปราศรัย,0,3.16475E-06,10,2.9332E-05,10
ปริมาณ,0,3.16475E-06,21,5.8664E-05,21
ปรือ,23,7.59539E-05,0,2.66655E-06,23
ปล.,28,9.17777E-05,0,2.66655E-06,28
ปลด,0,3.16475E-06,26,7.19967E-05,26
ปล้น,0,3.16475E-06,138,0.00037065,138
ปลวก,27,8.86129E-05,0,2.66655E-06,27
ปลอ…,0,3.16475E-06,14,3.99982E-05,14
ปลอดภัย,35,0.000113931,192,0.000514643,227
ปลอม,22,7.27892E-05,186,0.000498644,208
ปล่อย,66,0.000212038,98,0.000263988,164
ปล่อยข่าว,0,3.16475E-06,17,4.79978E-05,17
ปลัด,0,3.16475E-06,27,7.46633E-05,27
ปลา,73,0.000234191,13,3.73316E-05,86
ปลาย,21,6.96244E-05,0,2.66655E-06,21
ปลื้ม,14,4.74712E-05,13,3.73316E-05,27
ปลุก,10,3.48122E-05,20,5.59975E-05,30
ปลุกปั่น,0,3.16475E-06,25,6.93302E-05,25
ปลุกระดม,0,3.16475E-06,30,8.26629E-05,30
ปลูก,0,3.16475E-06,36,9.86622E-05,36
ปวด,47,0.000151908,0,2.66655E-06,47
ปวดท้อง,13,4.43065E-05,0,2.66655E-06,13
ปวดหลัง,16,5.38007E-05,0,2.66655E-06,16
ปวดหัว,23,7.59539E-05,0,2.66655E-06,23
ป่วน,0,3.16475E-06,20,5.59975E-05,20
ป่วย,17,5.69655E-05,28,7.73298E-05,45
ป๋อ,17,5.69655E-05,0,2.66655E-06,17
ป๊อก,0,3.16475E-06,15,4.26647E-05,15
ปอง,0,3.16475E-06,12,3.46651E-05,12
ป้อง,0,3.16475E-06,46,0.000125328,46
ป้องกัน,15,5.0636E-05,400,0.001069285,415
ปอด,0,3.16475E-06,24,6.66636E-05,24
ป๊อป,0,3.16475E-06,38,0.000103995,38
ป้อม,0,3.16475E-06,63,0.000170659,63
ปอย,14,4.74712E-05,0,2.66655E-06,14
ปะ,99,0.000316475,26,7.19967E-05,125
ป่ะ,95,0.000303816,0,2.66655E-06,95
ปะทะ,0,3.16475E-06,57,0.00015466,57
ปะทุ,0,3.16475E-06,34,9.33291E-05,34
ปัก,18,6.01302E-05,0,2.66655E-06,18
ปัง,89,0.000284827,31,8.53295E-05,120
ปัญญา,0,3.16475E-06,16,4.53313E-05,16
ปัญญาอ่อน,0,3.16475E-06,10,2.9332E-05,10
ปัญหา,30,9.81072E-05,169,0.000453313,199
ปัด,10,3.48122E-05,24,6.66636E-05,34
ปัตตานี,33,0.000107601,13,3.73316E-05,46
ปัน,0,3.16475E-06,10,2.9332E-05,10
ปั่น,48,0.000155073,74,0.000199991,122
ปั่นป่วน,0,3.16475E-06,11,3.19985E-05,11
ปั้ม,13,4.43065E-05,0,2.66655E-06,13
ปา,32,0.000104437,54,0.00014666,86
ป่า,39,0.00012659,91,0.000245322,130
ป้า,60,0.00019305,41,0.000111995,101
ป๊า,42,0.000136084,0,2.66655E-06,42
ป๋า,22,7.27892E-05,10,2.9332E-05,32
ปาก,138,0.0004399,76,0.000205324,214
ปากน้ำ,15,5.0636E-05,0,2.66655E-06,15
ปากหมา,0,3.16475E-06,13,3.73316E-05,13
ปาง,0,3.16475E-06,12,3.46651E-05,12
ป่าชุมชน,0,3.16475E-06,31,8.53295E-05,31
ป่าตอง,15,5.0636E-05,0,2.66655E-06,15
ปาย,14,4.74712E-05,0,2.66655E-06,14
ป้าย,63,0.000202544,41,0.000111995,104
ปาร์ค,11,3.7977E-05,0,2.66655E-06,11
ปาร์ตี้,16,5.38007E-05,0,2.66655E-06,16
ป่าว,74,0.000237356,35,9.59956E-05,109
ป่าสงวน,0,3.16475E-06,12,3.46651E-05,12
ปิ่…,0,3.16475E-06,10,2.9332E-05,10
ปิ้ง,34,0.000110766,0,2.66655E-06,34
ปิดบัง,0,3.16475E-06,11,3.19985E-05,11
ปิ่น,12,4.11417E-05,0,2.66655E-06,12
ปิย,0,3.16475E-06,106,0.00028532,106
ปิยะ,0,3.16475E-06,16,4.53313E-05,16
ปี,354,0.001123485,382,0.001021287,736
ปี้,0,3.16475E-06,36,9.86622E-05,36
ปีติ,0,3.16475E-06,12,3.46651E-05,12
ปีหน้า,37,0.00012026,0,2.66655E-06,37
ปีใหม่,45,0.000145578,89,0.000239989,134
ปืน,0,3.16475E-06,62,0.000167992,62
ปืนใหญ่,0,3.16475E-06,11,3.19985E-05,11
ปุ,13,4.43065E-05,0,2.66655E-06,13
ปุก,0,3.16475E-06,16,4.53313E-05,16
ปุ๊บ,12,4.11417E-05,0,2.66655E-06,12
ปุ่ม,14,4.74712E-05,0,2.66655E-06,14
ปู,47,0.000151908,16,4.53313E-05,63
ปู่,10,3.48122E-05,13,3.73316E-05,23
ปู๋,10,3.48122E-05,0,2.66655E-06,10
ปูเค็ม,0,3.16475E-06,17,4.79978E-05,17
ปู่เจ้า,12,4.11417E-05,0,2.66655E-06,12
ปฺฎิบัติ,0,3.16475E-06,15,4.26647E-05,15
เป,15,5.0636E-05,0,2.66655E-06,15
เป้,12,4.11417E-05,85,0.000229323,97
เป็…,0,3.16475E-06,23,6.39971E-05,23
เป๊ก,84,0.000269004,0,2.66655E-06,84
เปง,27,8.86129E-05,0,2.66655E-06,27
เป็ด,19,6.32949E-05,0,2.66655E-06,19
เปน,62,0.000199379,20,5.59975E-05,82
เป็นกันเอง,40,0.000129755,0,2.66655E-06,40
เป็นกำลัง,0,3.16475E-06,27,7.46633E-05,27
เป็นเกียรติ,0,3.16475E-06,15,4.26647E-05,15
เป็นข่าว,0,3.16475E-06,25,6.93302E-05,25
เป็นไง,15,5.0636E-05,0,2.66655E-06,15
เป็นได้,0,3.16475E-06,10,2.9332E-05,10
เป็นตัว,10,3.48122E-05,0,2.66655E-06,10
เป็นทางการ,0,3.16475E-06,17,4.79978E-05,17
เป็นธรรม,0,3.16475E-06,14,3.99982E-05,14
เป็นแนว,0,3.16475E-06,18,5.06644E-05,18
เป็นประโยชน์,0,3.16475E-06,13,3.73316E-05,13
เป็นปัญหา,0,3.16475E-06,18,5.06644E-05,18
เป็นไป,0,3.16475E-06,27,7.46633E-05,27
เป็นไปตาม,0,3.16475E-06,13,3.73316E-05,13
เป็นผล,0,3.16475E-06,17,4.79978E-05,17
เป็นผู้แทน,0,3.16475E-06,36,9.86622E-05,36
เป็นพิเศษ,10,3.48122E-05,0,2.66655E-06,10
เป็นเพื่อน,28,9.17777E-05,0,2.66655E-06,28
เป็นระบบ,0,3.16475E-06,24,6.66636E-05,24
เป็นเรื่อง,0,3.16475E-06,98,0.000263988,98
เป็นโรค,11,3.7977E-05,0,2.66655E-06,11
เป็นหนึ่ง,0,3.16475E-06,17,4.79978E-05,17
เป็นหลัก,0,3.16475E-06,13,3.73316E-05,13
เป็นห่วง,14,4.74712E-05,32,8.7996E-05,46
เปย์,16,5.38007E-05,0,2.66655E-06,16
เปรียบเทียบ,0,3.16475E-06,10,2.9332E-05,10
เปรี้ยว,20,6.64597E-05,0,2.66655E-06,20
เปล่า,23,7.59539E-05,10,2.9332E-05,33
เปลี่ยนไป,15,5.0636E-05,10,2.9332E-05,25
เปอร์,11,3.7977E-05,0,2.66655E-06,11
เป่า,30,9.81072E-05,0,2.66655E-06,30
เป๋า,18,6.01302E-05,0,2.66655E-06,18
เป้าหมาย,0,3.16475E-06,17,4.79978E-05,17
เปิดกล้อง,41,0.000132919,0,2.66655E-06,41
เปิดงาน,0,3.16475E-06,14,3.99982E-05,14
เปิดใจ,0,3.16475E-06,11,3.19985E-05,11
เปิดตัว,0,3.16475E-06,37,0.000101329,37
แป,29,9.49424E-05,0,2.66655E-06,29
แป้ง,23,7.59539E-05,0,2.66655E-06,23
แปด,15,5.0636E-05,0,2.66655E-06,15
แป๊บ,11,3.7977E-05,0,2.66655E-06,11
แปล,46,0.000148743,11,3.19985E-05,57
แปลก,30,9.81072E-05,21,5.8664E-05,51
แปลกใจ,11,3.7977E-05,0,2.66655E-06,11
แปลง,22,7.27892E-05,0,2.66655E-06,22
แปลงเพศ,24,7.91187E-05,0,2.66655E-06,24
แปลน,25,8.22834E-05,0,2.66655E-06,25
แปะ,16,5.38007E-05,0,2.66655E-06,16
แป๊ะ,0,3.16475E-06,14,3.99982E-05,14
โป,14,4.74712E-05,0,2.66655E-06,14
โป๊,33,0.000107601,0,2.66655E-06,33
โปร,94,0.000300651,0,2.66655E-06,94
โปร่งใส,0,3.16475E-06,15,4.26647E-05,15
โปรเจค,20,6.64597E-05,0,2.66655E-06,20
โปรด,21,6.96244E-05,11,3.19985E-05,32
โปรดเกล้าโปรดกระหม่อม,0,3.16475E-06,14,3.99982E-05,14
โปรดเกล้าฯ,0,3.16475E-06,73,0.000197324,73
โปรโมชั่น,26,8.54482E-05,0,2.66655E-06,26
โปรโมท,0,3.16475E-06,10,2.9332E-05,10
โปรย,0,3.16475E-06,37,0.000101329,37
โป๊ะ,12,4.11417E-05,0,2.66655E-06,12
โป๊ะแตก,0,3.16475E-06,16,4.53313E-05,16
ไปดู,125,0.000398758,32,8.7996E-05,157
ไปเที่ยว,69,0.000221532,13,3.73316E-05,82
ไปมา,19,6.32949E-05,0,2.66655E-06,19
ไปหา,119,0.00037977,14,3.99982E-05,133
"ผ่…""",0,3.16475E-06,15,4.26647E-05,15
ผช,17,5.69655E-05,0,2.66655E-06,17
ผช.,11,3.7977E-05,0,2.66655E-06,11
ผญ,10,3.48122E-05,0,2.66655E-06,10
ผบ,0,3.16475E-06,13,3.73316E-05,13
ผบ.,0,3.16475E-06,393,0.001050619,393
ผบ.ทบ.,0,3.16475E-06,256,0.000685302,256
ผบ.ทอ.,0,3.16475E-06,23,6.39971E-05,23
ผม,397,0.001259569,512,0.001367938,909
ผลกระทบ,0,3.16475E-06,87,0.000234656,87
ผลงาน,22,7.27892E-05,33,9.06626E-05,55
ผลประโยชน์,0,3.16475E-06,36,9.86622E-05,36
ผลไม้,10,3.48122E-05,0,2.66655E-06,10
ผลัด,11,3.7977E-05,42,0.000114661,53
ผลิต,100,0.000319639,58,0.000157326,158
ผสม,13,4.43065E-05,29,7.99964E-05,42
ผอ.,0,3.16475E-06,68,0.000183992,68
ผอง,0,3.16475E-06,12,3.46651E-05,12
ผ่อน,0,3.16475E-06,10,2.9332E-05,10
ผ่อนคลาย,89,0.000284827,0,2.66655E-06,89
ผอม,26,8.54482E-05,0,2.66655E-06,26
ผัก,18,6.01302E-05,0,2.66655E-06,18
ผัด,16,5.38007E-05,0,2.66655E-06,16
ผัว,83,0.000265839,0,2.66655E-06,83
ผา,0,3.16475E-06,61,0.000165326,61
ผ่า,11,3.7977E-05,13,3.73316E-05,24
ผ้า,39,0.00012659,44,0.000119995,83
ผ้าห่ม,0,3.16475E-06,10,2.9332E-05,10
ผ้าอนามัย,0,3.16475E-06,13,3.73316E-05,13
ผิ,15,5.0636E-05,0,2.66655E-06,15
ผิดหวัง,25,8.22834E-05,0,2.66655E-06,25
ผิว,75,0.000240521,0,2.66655E-06,75
ผิวขาว,12,4.11417E-05,0,2.66655E-06,12
ผี,24,7.91187E-05,0,2.66655E-06,24
ผืน,0,3.16475E-06,12,3.46651E-05,12
ผู้กอง,0,3.16475E-06,24,6.66636E-05,24
ผู้ก่อเหตุ,0,3.16475E-06,36,9.86622E-05,36
ผู้กำกับ,0,3.16475E-06,10,2.9332E-05,10
ผู้คน,0,3.16475E-06,10,2.9332E-05,10
ผู้ช่วย,0,3.16475E-06,38,0.000103995,38
ผู้ชาย,75,0.000240521,0,2.66655E-06,75
ผู้โดยสาร,0,3.16475E-06,41,0.000111995,41
ผู้ต้องหา,0,3.16475E-06,34,9.33291E-05,34
ผู้ใต้บังคับบัญชา,0,3.16475E-06,11,3.19985E-05,11
ผู้แทน,0,3.16475E-06,30,8.26629E-05,30
ผู้นำ,0,3.16475E-06,56,0.000151993,56
ผู้นำประเทศ,0,3.16475E-06,11,3.19985E-05,11
ผู้บริหาร,13,4.43065E-05,14,3.99982E-05,27
ผู้บังคับการ,0,3.16475E-06,26,7.19967E-05,26
ผู้บังคับบัญชา,0,3.16475E-06,25,6.93302E-05,25
ผู้บัญชาการ,0,3.16475E-06,38,0.000103995,38
ผู้บัญชาการทหารบก,0,3.16475E-06,117,0.000314652,117
ผู้บาดเจ็บ,0,3.16475E-06,63,0.000170659,63
ผู้ปกครอง,0,3.16475E-06,19,5.33309E-05,19
ผู้ประสบภัย,0,3.16475E-06,65,0.000175992,65
ผู้ป่วย,0,3.16475E-06,133,0.000357317,133
ผู้พัน,0,3.16475E-06,21,5.8664E-05,21
ผู้ยากไร้,0,3.16475E-06,14,3.99982E-05,14
ผู้สมัคร,0,3.16475E-06,10,2.9332E-05,10
